word,splits,translation
傘,"['傘', 'を', '忘れ', 'forget your umbrella']",forget your umbrella
を,"['傘', 'を', '忘れ', 'forget your umbrella']",forget your umbrella
忘れ,"['電車', '傘', '忘れ', 'た', '。', 'I forgot my train umbrella.']",I forgot my train umbrella.
た,"['忘れ', 'た', 'I forgot']",I forgot
彼,"['彼', 'は', '探し', 'he is looking']",he is looking
は,"['彼', 'は', '探し', 'he is looking']",he is looking
郵便,"['郵便', '局', '探し', 'Post office search']",Post office search
局,"['郵便', '局', 'を', '探し', 'find the post office']",find the post office
を,"['局', 'を', '探し', 'looking for a station']",looking for a station
探し,"['彼', '局', '探し', 'て', 'まし', 'た', '。', 'I was looking for him.']",I was looking for him.
て,"['探し', 'て', 'い', 'looking for']",looking for
い,"['探し', 'て', 'い', 'looking for']",looking for
まし,"['探し', 'まし', 'I searched']",I searched
た,"['探し', 'た', 'looked for']",looked for
私,"['私', 'は', '探し', ""i'm looking""]",i'm looking
は,"['私', 'は', '探し', ""i'm looking""]",i'm looking
犬,"['犬', 'を', '探し', 'looking for a dog']",looking for a dog
を,"['犬', 'を', '探し', 'looking for a dog']",looking for a dog
探し,"['私', '犬', '探し', 'て', 'ます', '。', ""I'm looking for my dog""]",I'm looking for my dog
て,"['探し', 'て', 'い', 'looking for']",looking for
い,"['探し', 'て', 'い', 'looking for']",looking for
ます,"['探し', 'ます', 'To find']",To find
紙,"['紙', 'と', '鉛筆', 'あり', 'with paper and pencil']",with paper and pencil
と,"['紙', 'と', '鉛筆', 'あり', 'with paper and pencil']",with paper and pencil
鉛筆,"['紙', '鉛筆', 'は', 'あり', 'Is there a paper pencil']",Is there a paper pencil
は,"['鉛筆', 'は', 'あり', 'there is a pencil']",there is a pencil
あり,"['鉛筆', 'あり', 'ます', 'か', '。', 'do you have a pencil']",do you have a pencil
ます,"['あり', 'ます', 'I have']",I have
か,"['あり', 'か', 'Is there']",Is there
紙,"['紙', 'に', '描き', 'draw on paper']",draw on paper
に,"['紙', 'に', '描き', 'draw on paper']",draw on paper
大きな,"['大きな', '丸', '描き', 'big circle']",big circle
丸,"['大きな', '丸', 'を', '描き', 'draw a big circle']",draw a big circle
を,"['丸', 'を', '描き', 'draw a circle']",draw a circle
描き,"['紙', '丸', '描き', 'まし', 'た', '。', 'I drew a paper circle.']",I drew a paper circle.
まし,"['描き', 'まし', 'I drew']",I drew
た,"['描き', 'た', 'painted']",painted
私,"['私', 'たち', '歌い', 'we sing']",we sing
たち,"['私', 'たち', 'は', '歌い', 'we sing']",we sing
は,"['たち', 'は', '歌い', 'we sing']",we sing
大きな,"['大きな', '声', '歌い', 'sing out loud']",sing out loud
声,"['大きな', '声', 'で', '歌い', 'sing out loud']",sing out loud
で,"['声', 'で', '歌い', 'sing with voice']",sing with voice
歌い,"['た', '声', '歌い', 'まし', '。', 'I sang with my voice.']",I sang with my voice.
まし,"['歌い', 'まし', 'sang']",sang
た,"['た', '歌い', 'song']",song
母,"['母', 'は', 'いつも', '歌い', 'my mother always sings']",my mother always sings
は,"['母', 'は', '歌い', 'mother sings']",mother sings
いつも,"['母', 'いつも', '歌い', 'mother always sings']",mother always sings
その,"['その', '歌', '歌い', 'sing that song']",sing that song
歌,"['その', '歌', 'を', '歌い', 'sing that song']",sing that song
を,"['歌', 'を', '歌い', 'sing a song']",sing a song
歌い,"['母', '歌', '歌い', 'ます', '。', 'Sing mother song']",Sing mother song
ます,"['歌い', 'ます', 'sing']",sing
前,"['前', 'の', '車', '遅い', 'the car in front is slow']",the car in front is slow
の,"['前', 'の', '車', '遅い', 'the car in front is slow']",the car in front is slow
車,"['前', '車', 'は', '遅い', 'the car in front is slow']",the car in front is slow
は,"['車', 'は', '遅い', 'the car is slow']",the car is slow
とても,"['とても', '遅い', 'very late']",very late
遅い,"['車', 'とても', '遅い', '。', 'The car is very slow.']",The car is very slow.
もう,"['もう', '遅い', '帰り', 'home late']",home late
遅い,"['もう', '遅い', 'の', '帰り', ""it's too late to go home""]",it's too late to go home
の,"['遅い', 'の', 'で', '帰り', ""I'm late so I'm going home""]",I'm late so I'm going home
で,"['遅い', 'の', 'で', '帰り', ""I'm late so I'm going home""]",I'm late so I'm going home
帰り,"['遅い', '帰り', 'ます', '。', ""I'll be home late.""]",I'll be home late.
ます,"['帰り', 'ます', ""I'm going home""]",I'm going home
きりん,"['きりん', 'の', '首', '長い', 'giraffe long neck']",giraffe long neck
の,"['きりん', 'の', '首', '長い', 'giraffe long neck']",giraffe long neck
首,"['きりん', '首', 'は', '長い', 'giraffe neck is long']",giraffe neck is long
は,"['首', 'は', '長い', 'long neck']",long neck
長い,"['首', '長い', '。', 'Long neck.']",Long neck.
朝,"['朝', '起き', '痛い', 'waking up in the morning hurts']",waking up in the morning hurts
起き,"['朝', '起き', 'て', 'から', '痛い', 'sore after waking up in the morning']",sore after waking up in the morning
て,"['起き', 'て', '痛い', 'waking up hurts']",waking up hurts
から,"['起き', 'から', '痛い', 'it hurts from waking up']",it hurts from waking up
首,"['首', 'が', '痛い', 'My neck is sore']",My neck is sore
が,"['首', 'が', '痛い', 'My neck is sore']",My neck is sore
痛い,"['起き', '首', '痛い', 'です', '。', 'I wake up and my neck hurts.']",I wake up and my neck hurts.
です,"['痛い', 'です', 'Is painful']",Is painful
彼,"['彼', 'は', '速い', 'he is fast']",he is fast
は,"['彼', 'は', '速い', 'he is fast']",he is fast
走る,"['走る', 'の', 'が', '速い', 'run fast']",run fast
の,"['走る', 'の', '速い', 'run fast']",run fast
が,"['走る', 'が', '速い', 'run fast']",run fast
速い,"['彼', '走る', '速い', '。', 'he runs fast']",he runs fast
この,"['この', '車', '速い', 'this car is fast']",this car is fast
車,"['この', '車', 'は', '速い', 'this car is fast']",this car is fast
は,"['車', 'は', '速い', 'the car is fast']",the car is fast
とても,"['とても', '速い', 'very fast']",very fast
速い,"['車', 'とても', '速い', 'です', 'よ', '。', 'The car is very fast.']",The car is very fast.
です,"['速い', 'です', 'fast']",fast
よ,"['速い', 'よ', 'fast']",fast
一緒,"['一緒', 'に', '帰り', 'go home together']",go home together
に,"['一緒', 'に', '帰り', 'go home together']",go home together
帰り,"['一緒', '帰り', 'ましょう', '。', ""Let's go home together.""]",Let's go home together.
ましょう,"['帰り', 'ましょう', ""let's go home""]",let's go home
もちろん,"['もちろん', '行き', 'go of course']",go of course
一緒,"['一緒', 'に', '行き', 'go together']",go together
に,"['一緒', 'に', '行き', 'go together']",go together
行き,"['もちろん', '一緒', '行き', 'ます', '。', 'Of course I will go with you.']",Of course I will go with you.
ます,"['行き', 'ます', 'to go']",to go
今月,"['今月', 'は', '忙しい', 'busy this month']",busy this month
は,"['今月', 'は', '忙しい', 'busy this month']",busy this month
とても,"['とても', '忙しい', 'very busy']",very busy
忙しい,"['今月', 'とても', '忙しい', '。', 'I am very busy this month.']",I am very busy this month.
今月,"['今月', 'は', 'あり', 'Yes this month']",Yes this month
は,"['今月', 'は', 'あり', 'Yes this month']",Yes this month
ミーティング,"['ミーティング', 'が', 'あり', 'I have a meeting']",I have a meeting
が,"['ミーティング', 'が', 'あり', 'I have a meeting']",I have a meeting
たくさん,"['たくさん', 'あり', 'there are many']",there are many
あり,"['今月', 'ミーティング', 'たくさん', 'あり', 'ます', '。', 'We have a lot of meetings this month.']",We have a lot of meetings this month.
ます,"['あり', 'ます', 'I have']",I have
子供,"['子供', 'たち', '遊ん', 'children play']",children play
たち,"['子供', 'たち', 'が', '遊ん', 'children play']",children play
が,"['たち', 'が', '遊ん', 'we play']",we play
公園,"['公園', 'で', '遊ん', 'play in the park']",play in the park
で,"['公園', 'で', '遊ん', 'play in the park']",play in the park
遊ん,"['たち', '公園', 'で', '遊ん', '。', 'We played in the park.']",We played in the park.
で,"['で', '遊ん', 'いる', 'playing with']",playing with
いる,"['で', '遊ん', 'いる', 'playing with']",playing with
友達,"['友達', 'と', 'トランプ', 'し', '遊び', 'playing cards with friends']",playing cards with friends
と,"['友達', 'と', 'トランプ', 'し', '遊び', 'playing cards with friends']",playing cards with friends
トランプ,"['友達', 'トランプ', 'を', 'し', '遊び', 'playing cards with friends']",playing cards with friends
を,"['トランプ', 'を', 'し', '遊び', 'playing cards']",playing cards
し,"['トランプ', 'し', 'て', '遊び', 'playing cards']",playing cards
て,"['し', 'て', '遊び', 'play with']",play with
遊び,"['し', '遊び', 'まし', 'た', '。', 'I played']",I played
まし,"['遊び', 'まし', 'played']",played
た,"['遊び', 'た', 'played']",played
家,"['家', 'から', '遠い', 'far from home']",far from home
から,"['家', 'から', '遠い', 'far from home']",far from home
学校,"['学校', 'まで', 'は', '遠い', 'far from school']",far from school
まで,"['学校', 'まで', '遠い', 'far from school']",far from school
は,"['学校', 'は', '遠い', 'school is far']",school is far
遠い,"['家', '学校', '遠い', 'です', '。', 'Home school is far away.']",Home school is far away.
です,"['遠い', 'です', ""It's far""]",It's far
私,"['私', 'の', '家', '遠い', 'far from my house']",far from my house
の,"['私', 'の', '家', '遠い', 'far from my house']",far from my house
家,"['私', '家', 'は', '遠い', 'my house is far']",my house is far
は,"['家', 'は', '遠い', 'home is far']",home is far
駅,"['駅', 'から', '遠い', 'far from the station']",far from the station
から,"['駅', 'から', '遠い', 'far from the station']",far from the station
遠い,"['家', '駅', '遠い', 'です', '。', 'Home station is far.']",Home station is far.
です,"['遠い', 'です', ""It's far""]",It's far
その,"['その', '子', '弱い', 'that child is weak']",that child is weak
子,"['その', '子', 'は', '弱い', 'the child is weak']",the child is weak
は,"['子', 'は', '弱い', 'child is weak']",child is weak
体,"['体', 'が', '弱い', 'Weak Body']",Weak Body
が,"['体', 'が', '弱い', 'Weak Body']",Weak Body
少し,"['少し', '弱い', 'a little weak']",a little weak
弱い,"['子', '体', '少し', '弱い', '。', 'Child body is a little weak.']",Child body is a little weak.
その,"['その', 'チーム', '弱かっ', 'that team is weak']",that team is weak
チーム,"['その', 'チーム', 'は', '弱かっ', 'that team is weak']",that team is weak
は,"['チーム', 'は', '弱かっ', 'team is weak']",team is weak
弱かっ,"['チーム', '弱かっ', 'た', 'です', '。', 'The team was weak.']",The team was weak.
た,"['弱かっ', 'た', 'was weak']",was weak
です,"['弱かっ', 'です', ""I'm weak""]",I'm weak
彼女,"['彼女', 'は', '聞こえ', 'she hears']",she hears
は,"['彼女', 'は', '聞こえ', 'she hears']",she hears
耳,"['耳', 'が', '聞こえ', 'deaf']",deaf
が,"['耳', 'が', '聞こえ', 'deaf']",deaf
よく,"['よく', '聞こえ', 'well heard']",well heard
聞こえ,"['彼女', '耳', 'よく', '聞こえ', 'ませ', 'ん', '。', ""She can't hear well.""]",She can't hear well.
ませ,"['聞こえ', 'ませ', ""don't hear""]",don't hear
ん,"['聞こえ', 'ん', ""can't hear""]",can't hear
うち,"['うち', 'の', 'ちゃん', '遠い', 'my house is far away']",my house is far away
の,"['うち', 'の', 'ちゃん', '遠い', 'my house is far away']",my house is far away
お,"['お', 'ちゃん', '遠い', 'far away']",far away
じい,"['じい', 'ちゃん', '遠い', 'grandpa is far away']",grandpa is far away
ちゃん,"['うち', 'お', 'じい', 'ちゃん', 'は', '遠い', 'my grandpa is far away']",my grandpa is far away
は,"['ちゃん', 'は', '遠い', 'chan is far away']",chan is far away
耳,"['耳', 'が', '遠い', 'hard of hearing']",hard of hearing
が,"['耳', 'が', '遠い', 'hard of hearing']",hard of hearing
遠い,"['ちゃん', '耳', '遠い', '。', ""I can't hear you.""]",I can't hear you.
私,"['私', 'は', '座っ', 'i sit']",i sit
は,"['私', 'は', '座っ', 'i sit']",i sit
窓側,"['窓側', 'の', '席', '座っ', 'window seat']",window seat
の,"['窓側', 'の', '席', '座っ', 'window seat']",window seat
席,"['窓側', '席', 'に', '座っ', 'sit in the window seat']",sit in the window seat
